,Süt,Yoğurt,Beyaz Peynir,Dana Eti,Tavuk Eti,Balık,Mercimek,Kuru Fasulye,Nohut,Yumurta,"Kuruyemiş (Fındık,Ceviz,Ayçekirdeği)",Ekmek,Pirinç,Makarna,Bulgur,Un,Patates,Soğan,Domates,Biber,Havuç,Mevsim Sebzeleri,Meyve,Ayçiçek Yağı,Margarin,Şeker,Reçel,Bal,Tuz,Çay,Salça,Baharat,Açlık Sınırı
2024-10-31,36.696253823458335,56.27839541421998,234.7962382494125,447.32160397300527,122.11366367492724,266.5099797045186,85.5250761188738,104.63671734501013,95.60736847455333,6.009060141504671,283.9940664470714,40.94587459358323,61.3325521350245,51.19094409199344,43.33188762353116,31.05616832957674,22.01681242364108,10.443536481034725,55.73702144835875,113.39293799665272,22.62832974969727,34.69383786018809,51.16823410911938,75.78045416636867,117.34952767629576,46.44249177448148,133.0970341863927,671.0374240102796,20.730004939034707,159.47586079155602,80.35829093598339,657.4178979508858,20590.70207408372
2024-11-01,36.76759558918867,56.27839541421998,234.7962382494125,445.8341845700607,122.28928604435534,272.589840489432,85.3697764582196,104.63671734501013,95.54001562603302,6.009060141504671,282.7100887020833,40.94587459358323,61.3325521350245,51.37520548365404,43.33188762353116,31.05616832957674,21.32821045121589,10.26749709660936,55.73702144835875,113.39293799665272,21.36962694064722,34.689536457064634,51.226331197476085,75.9903655602206,117.34952767629576,46.44249177448148,132.84615030842585,671.0374240102796,20.69845962222876,163.08823421498343,80.35829093598339,657.4178979508858,20595.512233927944
2024-11-02,36.76759558918867,56.27839541421998,234.7962382494125,445.8341845700607,122.33362331487058,272.589840489432,85.3697764582196,104.63671734501013,95.54001562603302,6.009060141504671,282.7100887020833,41.4414085730921,61.28359529613984,51.37520548365404,43.33188762353116,31.05616832957674,21.32821045121589,10.26749709660936,55.73702144835875,113.39293799665272,21.36962694064722,34.689536457064634,51.226331197476085,75.9903655602206,117.34952767629576,46.44249177448148,132.46417420094085,670.6406539147819,20.69845962222876,163.77553368651098,80.52097600721727,657.4178979508858,20618.138056456104
2024-11-03,36.76759558918867,56.27839541421998,234.7962382494125,445.8341845700607,122.69643731129678,272.589840489432,85.3697764582196,104.63671734501013,95.54001562603302,6.009060141504671,282.7100887020833,41.4414085730921,61.28359529613984,51.37520548365404,43.33188762353116,31.05616832957674,21.32821045121589,10.26749709660936,55.73702144835875,113.39293799665272,21.36962694064722,34.689536457064634,51.226331197476085,75.9903655602206,117.34952767629576,46.44249177448148,132.46417420094085,670.6406539147819,20.69845962222876,163.77553368651098,80.52097600721727,657.4178979508858,20621.766196420365
2024-11-04,36.76759558918867,56.27839541421998,234.7962382494125,445.8341845700607,122.62970680028133,272.589840489432,85.3697764582196,104.63671734501013,95.54001562603302,6.009060141504671,282.7100887020833,41.67413031734742,61.28359529613984,51.37520548365404,43.33188762353116,31.05616832957674,21.32821045121589,10.289067468661065,56.46799877882904,114.08435835029084,21.51209112025153,34.998495933039834,51.05840720115732,75.9903655602206,117.34952767629576,46.44249177448148,132.46417420094085,670.6406539147819,20.69845962222876,163.77553368651098,80.69636794275787,657.4178979508858,20642.07393644224
2024-11-05,36.78033667749819,56.08137045392647,234.9543590675838,452.691747472516,123.11181760663744,271.9287682146333,85.3697764582196,104.63671734501013,95.54001562603302,6.009060141504671,282.7100887020833,41.67413031734742,61.28359529613984,52.14007401372455,43.33188762353116,31.05616832957674,21.41744982548876,10.608579050837385,56.86058968638004,114.08435835029084,23.908314024206028,35.79947089297901,50.62635865387831,75.9903655602206,117.34952767629576,46.44249177448148,132.46417420094085,670.6406539147819,20.69845962222876,164.5646714611961,80.69636794275787,657.4178979508858,20729.21707923449
2024-11-06,36.78033667749819,56.08137045392647,234.9543590675838,454.28135023820994,123.11181760663744,271.9287682146333,85.3697764582196,104.63671734501013,95.54001562603302,6.009060141504671,282.7100887020833,41.67413031734742,61.28359529613984,52.14007401372455,43.33188762353116,31.05616832957674,21.41744982548876,10.608579050837385,57.832047870588816,114.53007236743046,23.908314024206028,35.902165055722975,50.580414958111504,76.22228244275794,117.34952767629576,46.44249177448148,132.46417420094085,670.6406539147819,20.69845962222876,164.5646714611961,80.69636794275787,657.4178979508858,20758.0539409676
2024-11-07,36.800023203579386,56.01890258757759,237.27750977748383,456.50320578896606,123.55258848436382,272.1265203284583,85.3697764582196,104.63671734501013,95.54001562603302,6.03969529545712,282.7100887020833,41.67413031734742,61.67737794458783,52.295118871112216,43.464429752045845,31.05616832957674,21.41744982548876,10.608579050837385,57.832047870588816,114.53007236743046,23.50733601122145,35.68029803884956,50.59634545518952,76.71315676156269,117.34952767629576,46.4191387213552,132.46417420094085,670.6406539147819,20.69845962222876,164.5646714611961,80.7034638617758,657.4178979508858,20801.23381363169
2024-11-08,36.75002335119751,56.12169249247582,239.16165397509943,454.8538032482896,122.37728465708992,268.66387207757134,85.3697764582196,99.90401755852898,93.1513514604045,6.005824722106623,281.81059708115333,41.81240726000552,60.66374696040248,53.34448271962383,42.654137105403294,31.37240530677221,21.21917020197156,10.367308525668046,61.81796595690757,114.53007236743046,24.554860218972525,36.99529947560224,50.76022565723738,77.82267750708183,117.34952767629576,46.43524336000458,134.7218148143892,671.1859501480262,20.72969214124786,164.1419964752205,79.13439498397496,655.3557204398326,20810.441281233183
2024-11-09,36.677255978223016,56.07230536916765,239.16165397509943,451.7944191732441,122.37728465708992,273.44261256063885,85.3697764582196,98.94332512508532,93.1513514604045,6.005824722106623,280.1146108350726,41.81240726000552,60.50897803407594,53.427361779822114,42.654137105403294,31.37240530677221,21.2886147589962,10.55404132206158,62.10179500170513,114.53007236743046,24.554860218972525,37.38963072703479,50.796317964890086,77.82267750708183,117.34952767629576,46.43524336000458,135.94509284931988,671.1859501480262,20.72969214124786,164.1419964752205,79.13439498397496,655.3557204398326,20801.32924329016
