,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31
0,Pirinç,6.726631209585809,2.257813393284569,1.736181592945596,1.9572342394570175,0.33694756227831135,0.19062353791907682,1.3115336325373095,2.3369687694758667,5.317318928182679,2.727690842039321,1.6632778987329289,3.0498208090320666
1,Un ve diğer tahıllar,1.6194029159307677,-0.9506741330564505,5.757456860091681,1.6616325717777602,1.7721022370293271,-1.5167897810319242,6.9715010275038125,1.6712649421973813,2.2579221206184608,1.5193985647948605,0.5609533411929268,0.07645500992319865
2,Ekmek,9.727849663533572,1.7079819829945109,2.0117247603790522,-0.19669612967347927,2.1269122853603717,3.919141346191357,2.0721735413231857,3.2949121918089075,6.8383306501060614,2.451196696446667,1.1381813255606943,1.953164292037246
3,"Diğer fırıncılık ürünleri (bisküvi, kek, kraker, yufka, baklava vb.)",8.481222877899896,0.8053611587662379,-0.10949183637338766,0.9158020518124976,1.2311403215110372,4.726140528499978,1.412740710265159,3.1244615501357043,3.3919824902630236,1.6027960452749568,-0.2788468671966582,3.2104820256056765
4,Makarna çeşitleri,1.6223139690877852,1.104957208470636,-0.21231623756120532,4.113132262282826,1.3363962633771598,2.2758661229528077,1.2256319132234461,0.5371935843425657,8.526443637669633,3.873316390073289,6.727364644180578,2.6773298239594734
5,Kahvaltılık tahıl ürünleri,3.020059775529149,4.2463476022319036,3.7527115213881634,4.051682497384723,0.9840393109148637,-1.488619681288783,2.2347506602864664,0.07032551946943855,7.628981303649174,5.515065458451152,-2.5262677826358715,9.360623641091049
6,Dana eti,4.481838497079393,7.0438275390779514,5.273641685913644,1.7676446993138528,4.087840560201861,1.0948595195397592,0.5395022231014401,-2.130935696322278,2.556785405049178,0.4234476162922496,12.646502725874488,4.585628195477653
7,Kuzu eti,2.2564626256274645,8.249786713311181,3.7336146355150923,-1.9511614965118218,0.043545379396370265,-0.4888842087379164,4.792661572500578,3.0527092301259495,-2.226144813368691,1.2477276553920502,7.447984626091708,2.661022372756383
8,Tavuk eti,0.35041065054011167,2.7890542268864005,4.827668617579128,-1.37876860417544,-0.9099648118869319,-0.8232515529285056,-0.6247404143794544,5.7284095830335335,-0.0450985826281336,-4.091590207438244,2.145166070328286,8.395906670102914
9,Diğer etler ve yenilebilir sakatatlar,2.1860212283471236,-0.5299290292006487,2.2718404333814,2.475423856711556,-2.0803161150313776,-2.2882270322769793,-4.447968576419847,2.156323788654313,-0.6269962169667909,3.184479742841817,0.9374714681178009,3.6297318657918742
10,"Şarküteri ürünleri (sucuk, sosis, salam vb.)",4.708310048008024,2.124778281742623,1.451384293739677,4.465925956206007,-1.2513396272913702,0.9985209669524986,0.7146918913806699,0.11680797630926332,5.5326320864291345,4.209394491265228,2.1254158210613605,5.373349469459354
11,Taze balık,5.675654808719788,-6.917825578269488,6.618120534109173,4.3756576119363455,2.7311905079055565,2.287004112810953,1.285981231525568,19.140802970690586,5.3016284168794225,-4.788934605984974,8.463160890391851,9.032552002489314
12,Konserve edilmiş veya işlenmiş balık,1.586707743535154,6.0287887500082515,1.1274949880364593,-0.3615803715143917,-0.7005911899151118,1.0459405961733559,8.567088383481014,10.464605290735385,0.949931269594928,0.7095666448944327,-3.909096447452365,3.9662461936928795
13,Süt,10.92995199111284,2.609796892749472,0.6852476148569764,-0.09408773468282394,-1.1302270328217845,-0.11100793660534514,3.912852357195762,1.3286134296930374,5.676366949950595,2.9642782868219086,1.2717264594739985,2.7398311239006934
14,"Diğer süt ürünleri (yoğurt, hazır sütlü tatlı vb.)",11.84202721662695,1.438757519751488,0.03207585353071085,-0.5294589869760058,-0.627860907888933,1.10667298408047,5.224163328864151,3.9332101370300743,3.609341440472824,1.3226142306372868,0.5825607668344723,2.535307399382536
15,Peynir,6.807099369948211,1.7910627389317257,1.6926429129524134,0.46008984080847526,-0.6515433878884092,-0.4392790996764817,1.9905494509109278,1.9057916222168236,4.299141586198485,2.4753686342501746,3.218212664254838,2.936290670437547
16,Yumurta,2.9064194102916385,4.302588134849783,8.554157637161431,-8.284224309827637,-3.943708232020293,-0.2015992311898085,1.2587969520716502,14.351408036115298,6.00427781162749,-2.5493713497326986,-0.23891214756394108,0.8672529143932239
17,Tereyağı,10.30996085516045,2.0552920988287537,2.663471352492075,0.44089544219307886,-0.2726101334516673,-1.4078525297793076,2.7077042493281134,5.745031087055774,4.006652121135623,5.318273302411192,-0.5415683087789946,3.911068273706453
18,Margarin,-0.7131250895857755,0.12639092818451658,2.5296530548727603,5.038046752623737,0.37679176220244415,4.102602706587288,2.9876147614951387,-0.00023032020527447017,8.990807719588823,5.900343879604253,-3.103447294105377,10.463716826280455
19,"Sıvı yağlar (zeytinyağı, ayçiçek yağı)",4.219319588629333,1.1737744714828136,1.650818142728805,2.7377614029205466,0.8482701771499679,2.7936850575836836,2.7210847596081944,7.564193114856765,3.420657222438317,1.8827918479501493,0.477492713161487,0.9055890087783625
20,Taze meyveler,6.866799161969461,13.682531445991785,9.650999016063388,13.444614696629987,-1.4563160432015443,-6.320486749258958,3.477427523941401,-4.00213682533389,-3.5496038086808235,8.614819292490349,-7.162259657567704,3.133776233340879
21,Kuru meyve ve sert kabuklu yemişler,3.16415903313092,1.7329131328281955,1.4584826452032074,3.9588188333399277,3.364556707991029,1.2327675594082876,1.8518965564026102,3.72488877766024,5.133067384750234,3.756843380146835,0.6359081133977096,1.692099548882342
22,Taze sebzeler (patates hariç),-9.909765000760363,17.990661797629205,-9.763049488355136,-22.15229980041077,-9.393914756979061,4.708590608147012,1.2466473362819475,6.570318746758441,16.606047346729124,-4.678811649751891,-1.9060739094095114,29.788926229862934
23,Patates,-0.0022735322195321928,8.670938063905908,7.225168459374598,10.150601095821553,-0.8313645281508464,-11.625669531345583,-12.868222790184191,5.974381627429648,5.556588160972353,2.5637967398399963,9.502030105948522,8.115371735274968
24,Kuru baklagiller,3.6254413026250765,2.6941801488699735,1.6720931718658072,2.698743330595832,0.20009524458421968,-0.5605960076754846,1.329758403395731,7.277195786074131,5.488969209997707,2.547956385551786,1.2000585271649822,4.10365430192674
25,"Konserve edilmiş veya işlenmiş sebze içerikli ürünler (salça, turşu, zeytin vb. dahil)",3.1557455979460025,2.5435439987471,1.8496509244568138,0.9067488049930406,0.46194660649647723,1.3124305831167637,2.7577948102174954,2.7597024960394734,2.847245693564293,2.8805828859853166,3.3175253073255195,2.453761143709088
26,Şeker,0.7738808699547572,2.1100783216524643,1.4748651313528205,1.3577493294548937,0.22288882592127468,0.09947755942547598,0.1906753904018288,2.4367312137988373,0.510519747502669,0.34758812851412024,-0.04546762847930097,1.2486680124325855
27,"Reçel, marmelat, bal vb. ürünler",6.921218285978137,2.340255343598807,1.500987208759108,0.23062082826954544,1.8586376941261529,1.2315352107440614,3.8949527613322488,1.3494456719323367,6.695814333724148,1.5156251472591364,1.3696138296025895,8.010155382090122
28,Çikolata ve şekerlemeler,5.182249197424427,3.5754985137303574,2.7053017870974916,2.114052349269002,-0.37724825517611027,-0.48576698148998787,2.139673270054976,0.3537471761264621,5.321898472080533,1.0821313221066609,0.3243362116635895,2.2955385651046267
29,Dondurma,6.849049427819365,0.9923651860973104,0.1798074780844816,0.17507408241248523,-0.8588239961379696,-0.2066153799381132,0.5744423516188757,0.6822923953668347,0.4446585250742707,0.05756051834078235,0.05666912544863845,19.33725581745577
30,Kahve,3.624194649515511,3.3691927617937933,4.496735909262162,3.966355673858324,2.5627277136687887,1.3990166001497162,3.243638170630714,1.5953300694848238,3.614602045868631,3.6928078313069213,4.555518609147202,3.2520240201947215
31,Çay ve bitki çayları,0.39430617076650076,0.3191789527402289,0.8809381580649145,0.20249611596496742,0.45343172745735405,2.8207102044427446,6.085037878742305,4.455865978398066,5.999427407744462,2.6867732107373588,1.9024008585912577,2.326398248051076
32,Toz kakao,7.57578401270782,4.203857311604997,0.5895343517034357,0.2534126081537025,0.6815905576220471,9.324226061925934,5.334345953815145,-1.1593455153069865,4.987671213809697,5.936856150081371,0.8454559797638428,1.5290071453488818
33,Su ve maden suyu,3.739386507383702,2.657867841665107,0.9854968605326198,3.3111534909501694,1.2797684167510814,3.9293403425798568,3.854732058778376,3.6335810190794016,2.0656134135947024,1.4132139947165223,0.1291974373361926,2.962789216363293
34,"Alkolsüz içecekler (meşrubat, ayran vb.)",7.402991893167399,1.3081702501391401,0.6657610143873338,2.3227674721509883,3.924675043688297,1.6155578050817132,3.346969851236592,5.8366296738285195,2.456306320423174,2.2337256230039015,2.252862763913921,1.861670928484982
35,Meyve ve sebze suları,5.341234764015379,3.5162373029779648,1.6710698001147328,2.3570033159571846,2.3968800474461815,1.7035287156639267,4.950810035879094,2.609513115053641,2.7024925707845426,3.4943173829269147,0.8192981863580862,4.983293676149902
36,"Alkollü içecekler (rakı, viski, votka vb.)",-3.3306690738754696e-14,0.0,0.0,0.0,0.0,10.722746050334875,4.82759180189174,0.0,0.0,0.0,0.0,-2.220446049250313e-14
