,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31
0,Tahıllar,6.089030010326146,2.2091446568803352,2.312288186655298,2.1225169666897914,0.7654172751135002,0.3796656270122378,1.6893872827870249,3.551928924862313,4.8906823669752075,2.1072919942070056,1.0917539584598623,2.949325923209156
1,Tahıl unları,0.4632573871596435,-2.933202540603985,6.107119365935998,0.2969762663188602,1.1274978692643822,-3.0748355733895893,9.586248512257157,-0.2265535877443714,1.1365610723961694,1.6106657895786913,1.1921258046101446,-1.3042833009816734
2,Bebek mamaları,2.9077017465696464,3.309508569505004,6.840396885807332,5.777872487602065,4.005651581581082,1.2347595217669705,3.160625171407805,2.966309453224669,4.208745554882687,2.2371469204972794,-0.5626108927519247,2.5818737987936435
3,Ekmek ve unlu mamuller,9.385217864908446,1.8819627240513226,1.678692427003181,0.3138596059444998,2.054199557852243,3.1045603403832667,2.25542124835465,2.733305884753956,5.804012661597269,2.3869527303756577,1.155898467198191,2.0177384859686454
4,Başka yerde sınıflandırılmamış tatlılar ve diğer şekerlemeler,7.6886816341068975,-0.3593887767183279,0.7357167566752532,0.040775492758671206,-0.53146833147526,6.265055018483445,-0.28658136505915754,4.9725663111439555,4.30061849701171,1.4958900228255079,-0.32866472633384936,2.9900584280186604
5,"Makarna, erişte, kuskus ve benzeri makarna ürünleri",1.6223139690879185,1.1049572084706583,-0.21231623756121643,4.113132262282937,1.3363962633771154,2.2758661229528077,1.225631913223424,0.5371935843425213,8.52644363766959,3.873316390073289,6.7273646441806,2.67732982395944
6,Kahvaltılık tahıl ürünleri,3.020059775529127,4.246347602231926,3.7527115213881634,4.051682497384723,0.9840393109148415,-1.4886196812887609,2.234750660286422,0.07032551946939414,7.628981303649129,5.515065458451085,-2.526267782635727,9.36062364109106
7,"Et, taze, soğutulmuş veya dondurulmuş",2.758974179427942,6.013158412531605,4.824466669958638,0.08936650275479519,1.8427353072735908,0.24733578655422583,1.0526524526123016,1.054509199604281,0.8265908558037438,-0.680615199382617,8.728554380033039,5.354159150363957
8,"Kesilmiş hayvanların sakatat, kan ve diğer parçaları, taze, soğutulmuş veya dondurulmuş, kurutulmuş, tuzlanmış, salamura edilmiş veya tütsülenmiş",2.1860212283471236,-0.5299290292006376,2.2718404333813558,2.475423856711556,-2.080316115031322,-2.2882270322770126,-4.447968576419925,2.156323788654335,-0.6269962169669685,3.184479742841906,0.9374714681178675,3.6297318657918964
9,"Et, kurutulmuş, tuzlanmış, salamura edilmiş veya tütsülenmiş",5.5084743291308635,2.4544740693302813,1.6805126616592503,4.766753730641771,-0.9862456113633566,0.7227306335146011,0.778663181464534,-0.30073068595459773,6.314464646964479,4.511940604829845,1.9320454589075498,5.979832972193988
10,"Kesilmiş hayvanların et, sakatat, kan ve diğer parçalarından hazırlanan müstahzarlar",0.014815279430058226,0.08466829603430703,0.0,2.5283478640183876,-2.996039530259298,2.8512244366540873,0.29383929692410327,2.876978615297987,0.5239119731375474,2.159518614467304,3.4657496249758113,2.013175392318156
11,"Balıklar, canlı, taze, soğutulmuş veya dondurulmuş",5.675654808719766,-6.917825578269577,6.618120534109062,4.3756576119363455,2.7311905079056897,2.287004112810953,1.285981231525657,19.140802970690494,5.301628416879778,-4.788934605985395,8.46316089039194,9.032552002489302
