,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31
10,İşlenmemiş gıda,0.32178885874731833,9.215161173712394,1.9554345398020923,-2.1486542327439517,-1.2297784773683706,-0.6363809757043537,1.4667786638481006,2.679672145004375,3.838266486405062,0.5166603688754545,1.9628506763647913,10.809357923864127
11,Diğer işlenmemiş gıda,3.107742844853889,4.392065535197465,4.738550395512342,0.323214620839507,1.313845718064921,0.04434830159547598,0.8268554226179781,3.973214452338958,2.5807300471718753,-0.28999023911323585,6.273366337268005,4.617913034417986
12,İşlenmiş Gıda,6.1839401421101,1.6737259148557282,1.639671601614734,1.2002081545067433,0.6797124143414157,1.8483052791171461,2.689504386010899,3.0220686706490474,4.522288550614695,2.3008736387273743,1.2671280908099103,2.816042202915614
13,Ekmek ve tahıllar,7.715163726344043,1.0969923027120965,1.707479845731763,0.661338512209042,1.7568679411968935,3.3147777140946966,2.415930920956111,2.84461737650914,5.353225606613243,2.2068617671407553,0.9639802077749726,2.205956210195281
14,Diğer işlenmiş gıda,5.423977212226316,1.9661859388731218,1.6055793403914054,1.4714098271075615,0.14193065642731373,1.1043457217800423,2.8313258672678643,3.1136884619765715,4.094387356116291,2.3498716658810537,1.4249049063405073,3.119035858642938
15,Enerji ve gıda dışı mallar,3.3851877597856017,4.0043766729431995,1.718990466713377,1.5800202620159354,0.6115886318365682,1.6559977812040438,1.4730273457872256,1.169879924324091,4.095829878467061,0.19634928382381567,0.9956138890098387,2.3119118696786733
16,Temel mallar,3.7518099938772975,3.2459897713590147,1.7892167433096073,1.7152435672115551,0.6635224835025877,1.203548210689287,0.7895069977517544,1.1818135360716742,4.199178275830739,-0.26906610681884935,1.1172826331179442,2.4572687816424854
17,Giyim ve ayakkabı,4.509273205853348,6.590836512095621,1.1260566234921,-0.02554007004413883,0.486506975402734,0.6085339151719715,-3.785657500129991,1.3558664649675256,12.22377629705187,-1.0048819627971106,0.5710607852198235,1.6986862303140726
18,Dayanıklı Mallar (altın hariç),1.6671456330703327,1.1872597770621773,2.5726678567407735,2.595158330763736,0.8531287932593834,1.7215872137561705,2.9882337163619432,1.2390202215902146,1.7556864887821044,0.14689375375684932,0.8544725578841117,2.5272828823748816
19,Diğer Temel Mallar,7.324073386537777,3.873407552383523,0.9763676664453103,1.8381198568022228,0.4726261101055229,0.7947206837838783,1.150310169481128,0.8918233249278984,1.2057706870194362,-0.3132584630409885,2.262687783618267,2.8885680900193056
20,"Alkollü içecekler, tütün ve altın",0.8750570895118326,9.344856052826088,1.2520474373367563,0.6761340546549199,0.26085916207698734,4.723837086497706,5.951852077169528,1.0954939095140226,3.451076249522389,3.120906150609337,0.2562103580688424,1.2052116623558762
21,Hizmet,2.3516908971908723,2.4301527759433172,2.9554213123981876,2.8079886734835746,3.512590603026844,3.2406401324267975,2.890519725646512,4.89631705579594,1.6576452351730664,1.6982487026937054,1.0586574258118153,7.121064281737366
22,Kira,4.220782643345111,3.6610983570642297,4.30434925297547,3.5997193681023054,4.590043389570964,5.2686019609664125,3.5081328623481456,4.801648422266114,3.1456211443673165,3.236752146385524,2.2274281772864946,6.522204813305721
23,Lokanta ve oteller,3.5612199213409523,1.0735711278161197,4.201151854010132,4.671679792287886,3.682922295320745,2.3852012235469067,4.003915400198199,1.4754637643573876,0.8478245393337636,0.5300216404713787,0.9869408865569307,3.9937690706982054
24,Ulaştırma hizmetleri,5.111877271290743,-1.5934962350205306,10.046711356484206,1.2772705172363619,11.512115052837867,4.663008187492568,-0.3846082213132096,-1.6167055303483613,-1.5749466976630933,4.8347800753342,-9.61226283109663,2.436024630122513
25,Haberleşme hizmetleri,-1.3700262441556643,-2.2837859713732978,-3.5407054805593807,0.005503952456353822,0.03820787040749174,0.17416968325802973,2.206490492231672,2.0431272721823213,-0.05672435104079332,2.2630452397831125,4.254891601125177,4.98505910778656
26,Diğer hizmetler,-0.928620718427331,5.971264377952812,0.58434857966978,0.05468976756437538,1.3668403660317185,2.4696495453339518,0.9538870963202717,13.97366447281254,1.9427303614779179,0.34283687372287375,0.2308524529239797,13.61760600480656
