,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31
0,Alkollü içecekler ve tütün,0.01267413156862407,9.896720188945718,0.0,0.0,0.00015649175282295147,5.200867551566302,6.582792174172392,0.3552117474002303,1.8055448975974997,3.4209716117042266,-0.0009498132087171207,0.7289156153365783
1,Ev eşyası,5.940016651323243,3.4823352267358,0.8780426015429166,1.5870862594104862,0.4547727336364771,1.3578178553655507,1.3370990723198917,0.8462731363187315,1.308751862995372,-0.031110584687243925,1.3475813726409491,3.804601791521489
2,Eğitim,7.486045556938659,7.618772514985728,0.012453229697695356,0.012208411620151516,0.13263975057504762,4.432935916222003,-2.6179991508001876e-08,28.26835485631145,0.2213622915953506,0.0,0.0,6.007719145839707
3,Eğlence ve kültür,3.6160089919066607,1.490045558874975,0.9800468457660694,1.5863699503167794,0.26007567205332816,1.0365969916886542,0.9250650810378458,0.895278978286429,1.0477002765105548,-0.2516918603107432,2.0709545002182583,2.723157144270638
4,Giyim ve ayakkabı,4.505287118599854,6.530753742352191,1.0903102206593518,-0.0280300001303746,0.4490710655536523,0.6009910459221723,-3.7150385470823166,1.3953283081803214,12.27968092932823,-1.004652987316057,0.5694524200955176,1.7277954766481973
5,Gıda ve alkolsüz içecekler,3.4246050585066357,5.1170097546233695,1.7894640449029442,-0.3910242126241692,-0.21158412847867014,0.7003576171809467,2.1320928314661147,2.8669950563534385,4.213054655690329,1.4971642380655847,1.5774929392633474,6.561450852559981
6,Haberleşme,-1.0938528271318027,-1.4834242358469307,-2.0279680156276014,-0.14845299514956167,-0.18226489893246045,0.29222060804008354,1.804085524804755,2.1465914696720656,0.007080137376846984,1.2721075714378527,3.1573433325644107,3.77923681349005
7,"Konut,Su,Elektrik,Gaz ve Diğer Yakıtlar",5.072060956600999,2.381846393649445,5.0891614739092095,3.4972571459991997,3.0474077102262243,5.375390730829088,2.1439500603854134,2.6764988576051696,2.1759543238502044,1.9190190077100544,1.5134910847241168,3.365452393218704
8,Lokanta ve oteller,3.56121992134093,1.0735711278160975,4.2011518540101545,4.671679792287864,3.682922295320723,2.3852012235468845,4.003915400198221,1.475463764357432,0.8478245393337414,0.5300216404714009,0.9869408865569307,3.9937690706981943
9,Sağlık,-14.197044536458836,-0.7698007016458175,0.0,0.0,-0.0029346984074418714,0.011364463484775378,-0.010233366676004607,0.10268540477689214,0.05732959228279544,-0.006472019250458594,3.0610613420470445,19.698647693751624
10,Ulaştırma,2.037340796662912,0.14997224847801416,3.2620741529631125,2.3351980495140756,2.8354032243735894,3.3373417621902046,3.006508743264047,1.278678604389194,1.9029830292982108,1.8470486360851357,-1.174784593540723,1.725323166842574
11,Çeşitli mal ve hizmetler,5.404529181895712,5.009540349878772,2.880379470144101,1.391430800838589,1.576465842990582,0.9748877774892861,1.4927430930668173,3.106265300143529,3.5740427461609325,0.048328797562069425,1.7473302270497593,5.346524409478215
12,Web TÜFE,3.2878773513602244,3.449702824489531,2.3370952866494266,1.3889164238195084,1.30392569076907,2.3106955569758503,1.940537125827957,2.612077671271562,3.0894711288311116,1.1360509119260787,1.0285945590923218,4.484464656328447
