,Mevsimlik Ürünler Hariç TÜFE,TÜFE B,TÜFE C,TÜFE D,TÜFE E,TÜFE F,Mallar,Enerji,Gıda ve alkolsüz içecekler,Taze meyve ve sebze,İşlenmemiş gıda,Diğer işlenmemiş gıda,İşlenmiş Gıda,Ekmek ve tahıllar,Diğer işlenmiş gıda,Enerji ve gıda dışı mallar,Temel mallar,Giyim ve ayakkabı,Dayanıklı Mallar (altın hariç),Diğer Temel Mallar,"Alkollü içecekler, tütün ve altın",Hizmet,Kira,Lokanta ve oteller,Ulaştırma hizmetleri,Haberleşme hizmetleri,Diğer hizmetler,TÜFE
2025-02-23,107.46712535442748,107.56678973922003,107.17496515239351,108.0096582803734,107.82383732031674,106.70106591487504,107.40517310815127,110.7870194510882,107.898865928045,105.87192380667976,106.50901111723232,107.08281080808561,108.90365926011137,111.20019367197919,108.3632012816673,105.917330800809,106.4222332053771,109.33074197653156,102.81097263228699,110.91848015506491,102.43445102081012,108.11634789145738,107.3767694736046,103.97210196010056,119.03954812574793,96.6992094476013,121.59510151862006,107.581533830002
2025-02-24,107.52411722084746,107.63956299588892,107.261036364612,108.07319746774989,107.8905704994622,106.74641805744318,107.48659809427792,110.79264902620497,107.95225411719976,105.37029016060555,106.59834424456965,107.70440465741726,108.93106111319253,111.20019367197919,108.39705178626676,106.04557265148419,106.5691316588046,109.59480585572642,102.90033515626219,111.06122329300744,102.43399729804054,108.12634724945731,107.49316221261012,103.61981302476104,119.03954812574793,96.6992094476013,122.1578157160679,107.64524632739769
2025-02-25,107.66449630742969,108.03496056491007,107.76421710957214,108.41841782288597,108.3115034448387,107.1820605510726,107.98798703181356,110.82319305518743,108.36971610555707,107.329195857853,107.55500199473254,107.758376774591,108.95871238036815,111.20019367197919,108.4312104011581,106.76616721739272,107.3923983049066,111.76394362610016,103.07805442728687,111.80438762827359,102.44634704506755,108.22922169209164,107.7259476906208,103.42156090254502,119.03954812574793,96.6992094476013,122.73398798115943,108.04780962370062
2025-02-26,107.65940522015953,108.02725384606202,107.76421710957214,108.41177098598389,108.42219479270942,107.30368667983602,108.12856234155312,110.82319305518743,108.74480361543402,108.6562045696098,108.49595124200627,108.3516173205578,108.92471104428475,111.20991090968639,108.38692049639954,106.76616721739272,107.3923983049066,111.76394362610016,103.07805442728687,111.80438762827359,102.44634704506755,108.22922169209164,107.7259476906208,103.42156090254502,119.03954812574793,96.6992094476013,122.73398798115943,108.15352435671277
2025-02-27,107.61768411954925,108.03316761317973,107.84447533533438,108.35864580679745,108.42006672807504,107.29588732692366,108.055599768073,110.39981697355977,108.75153061641538,109.20987835487546,108.8546669835505,108.53474195651293,108.67696834330263,111.20991090968639,108.08087493757424,106.74351750496818,107.38171087589876,111.73911234902239,103.08542846944921,111.77078142938402,102.34118000918052,108.42321850691316,107.8422148085608,103.39232113844298,122.22239801363281,96.6992094476013,122.736015464592,108.14676372336169
2025-02-28,107.68665429222334,108.08441360684509,107.9428225927719,108.4031464870339,108.42861062766693,107.30862741644219,107.97442199391234,110.40201577443266,108.58483015940725,108.7092254022538,108.60878900653843,108.51832986246615,108.56750914885694,110.5935793996583,108.09070121326711,106.70319855893446,107.34831518552147,111.67539069857966,103.06305284930791,111.74661921017488,102.25310358186069,108.68632632427884,107.95848192650088,103.89257160603843,123.17167483749046,96.6992094476013,122.73656986105067,108.1509636325352
2025-03-01,108.15022708989783,108.05743741891773,107.89491591314788,108.38039024352908,108.50152807899595,107.84837374246278,108.66103204078688,110.40572406541725,108.92527159807086,109.82628981922892,109.35867142928464,108.93750578504253,108.61194587718668,110.5935793996583,108.145595518125,107.88588034608055,107.42148867212528,111.75540341486926,103.16448719076706,111.75293052248517,111.08931205206012,108.48699418837968,108.0747490444408,103.6991048905309,120.00958049993685,96.6992094476013,122.73632516098694,108.61787325338275
2025-03-02,108.17552753868382,108.07543111071807,107.92205167915469,108.39809823850054,108.51319999329726,107.86810537435029,108.66277477587734,110.4216403700669,108.90458781104051,110.10012729890815,109.32763343063169,108.63187833480555,108.59874765103382,110.37956390717471,108.17965689027687,107.9008296992843,107.44090313050546,111.79022283578847,103.16859348480148,111.78811321760233,111.07346055267595,108.52378638753171,108.0747490444408,103.80297501322093,120.00958049993685,96.6992094476013,122.7366687406994,108.62830773194818
2025-03-03,108.15905421924771,108.05435882193859,107.8851328350744,108.38397733824685,108.49237140076744,107.84473509438278,108.67208844391708,110.45111370778675,108.89508321342728,109.67067951027795,109.25934275651427,108.8888677866997,108.6317423542326,110.46813064435477,108.19957347499047,107.91854610910586,107.46048291470004,111.82224171359194,103.17094587110088,111.83067870659734,111.07832317359122,108.41620914553225,108.21897982522168,103.37249176931913,120.00958049993685,96.6992094476013,122.73660825157307,108.60863420055934
2025-03-04,108.42621514704317,108.36535958373373,108.21518660438451,108.66236507547639,108.82488872332448,108.16781581484263,108.8745136610887,110.52497540699159,109.33809233822878,111.9471011035522,109.97486852509937,108.19855556914752,108.87773600344576,110.37741328384543,108.52480745724378,107.97168406962119,107.51112561182391,111.9497926704876,103.12614318735831,112.00011779036308,111.14867377229832,109.09570040251923,108.41516448389,105.1220109599603,120.00958049993685,96.6992094476013,122.73686332217783,108.92936466860218
2025-03-05,108.48509904688197,108.44181923919854,108.28782799179828,108.7347209271572,109.17203320002515,108.55670390657694,109.30421978667653,110.57159507688715,110.35153702928868,116.14697277990373,112.26635385751233,108.77123175869609,108.96722323898508,110.37741328384543,108.63535429030807,108.06222607826875,107.60388466369623,112.15349460804603,103.17421259005206,112.06831414808025,111.22392234017587,109.14318220670211,108.47786011731876,105.20106693757941,120.00958049993685,96.6992094476013,122.7374836518143,109.26428487262152
2025-03-06,108.52984473430007,108.45614085090183,108.29992401857334,108.7459548107009,109.22646579325293,108.61807704186327,109.36217440333417,110.56346489299477,110.51535297992262,116.79338994214427,112.62645054490227,108.873450762395,108.98913834215564,109.77667332774949,108.80380274950416,108.05757504102958,107.59202079468494,112.17445036405215,103.11359504530029,112.12405018610933,111.26902631639746,109.1852429937247,108.8455279838761,105.33563602055153,117.83548174398729,96.6992094476013,122.7109129071009,109.3182980569714
2025-03-07,108.5786763983513,108.55535884992865,108.41119823091421,108.7631091073733,109.19371657776904,108.58312485527438,109.22993424818128,110.06597315079799,110.38715998705028,115.51944635202396,112.24059560125409,109.2874626224885,109.04722164811143,109.83677217478846,108.86141172542003,108.04049418986605,107.5782200824741,112.13494647924036,103.11312807242948,112.10966135611615,111.22931865749786,109.45293859289433,109.27165217370238,105.71930418870006,117.83548174398729,96.6992094476013,122.71120150058715,109.28523599415522
2025-03-08,108.53978947059379,108.50504734435138,108.3389146552517,108.7202586099489,109.2181181095624,108.60902121507529,109.31369455396954,110.06991286855614,110.61137931639132,116.54753027624639,112.74085696177279,109.31233478773986,109.07187682863668,109.88520765177225,108.88047053826871,108.03864004195988,107.57886037946615,112.09865023436588,103.1130309054655,112.15138137058439,111.21025751746794,109.28945485593293,109.1850472869595,105.33322827139742,117.83548174398729,96.6992094476013,122.71044025296229,109.30768347097909
2025-03-09,108.5752549288659,108.52673726950289,108.36593232142701,108.7446873696995,109.2258019106165,108.61743818900479,109.30566189911052,110.1115176798022,110.56692628695174,116.47322946956575,112.63005730188091,109.16866203440819,109.07538899049976,109.89077479038956,108.88349908944578,108.04342776280942,107.58447869099304,112.09374429390516,103.1236758442229,112.15767100077107,111.20931572019832,109.343235014617,109.18755655798353,105.48249295659261,117.83548174398729,96.6992094476013,122.7116849252461,109.3149794704424
2025-03-10,108.60517368631577,108.65717867341134,108.51599465280452,108.8023438187676,109.23147935846505,108.62169648370215,109.27101466465788,109.71271789276156,110.45183687845147,115.92499154680152,112.26794334023116,108.97418266471922,109.13888559107785,109.89077479038956,108.96193874692264,108.1906431789468,107.75151217257967,112.1419310188758,103.3915652885446,112.2393869560867,111.21982364829913,109.47207286106037,109.3478047926686,105.7061905482408,117.83548174398729,96.6992094476013,122.71227465429793,109.32087409370948
2025-03-11,108.79428761298134,108.80061967476998,108.54201699826955,108.9236784493226,109.46610656296956,108.82092286577021,109.56335950864552,109.695416855641,111.2024250449043,117.019650703389,113.30420263617634,109.95784348408611,109.68294826735368,111.38842441755003,109.28158777057368,108.21962919627892,107.78328727811781,112.16028064024438,103.40686818709388,112.32023442109356,111.22957018721064,109.49090068122825,109.65117706896427,105.49347990140143,117.83548174398729,96.6992094476013,122.71283384245308,109.54539080192563
2025-03-12,108.8189085548515,108.700245265079,108.39744020081005,108.83862529794166,109.52955635492677,108.88718475405543,109.59550465539388,109.7064479007258,111.69922769825769,118.70870271225576,114.41842496249488,110.55433913671943,109.73338834696504,111.50331218820764,109.31686096714672,107.88981652706937,107.40430780350775,111.09681113855086,103.34724558737598,112.0008695459678,111.23891627586664,109.63947290598655,109.82409679176575,105.53851082723318,119.33199895802002,96.6992094476013,122.71350356565188,109.6064081246887
2025-03-13,108.8367049658058,108.6406954063617,108.3049153030906,108.79052348960359,109.49044197984313,108.84641093889961,109.52962234445052,109.73014024268149,111.74023573506436,118.56258091666166,114.44290358971679,110.73247091045648,109.78634629422608,111.50331218820764,109.38228184331983,107.71006536536675,107.19080004286945,110.57635287944987,103.27235221056984,111.82378065880648,111.29202234520658,109.69825177493418,109.97758765279563,105.74755220140057,119.33199895802002,96.6992094476013,122.35554991955625,109.57143992401534
2025-03-14,108.91725516453394,108.62412542539293,108.27141035636394,108.83035305055616,109.43724259035992,108.7911272297586,109.44224195990716,110.12366821122552,111.46562993280006,116.95021967571395,113.73145282944604,110.83243507987652,109.82755686179911,111.50331218820764,109.4331907545911,107.61543268684736,107.07314132074539,110.31217064291309,103.20864630781433,111.74924279909169,111.35622618827702,109.76999134705677,110.12061355137944,105.825951677596,119.33199895802002,96.6992094476013,122.35395654215624,109.52351891159422
2025-03-15,108.92008873781408,108.61079066325956,108.25177672001203,108.81642609102072,109.36635074796513,108.71302034917069,109.35100240754004,110.1060274045389,111.27148958647454,116.06424280828786,113.25749063042271,110.72955842194091,109.83571328026497,111.50331218820764,109.44326667463838,107.58201385974736,107.03487786872972,110.17677741134288,103.20264582335169,111.7469426630756,111.35622618827702,109.77365655827909,110.3104897486821,105.67003424831258,119.33199895802002,96.6992094476013,122.35395654215624,109.45581432279243
2025-03-16,108.97284761525233,108.68046325266256,108.34084146008581,108.86978355961472,109.41591405495141,108.76825213221137,109.34146074110704,110.05706786747609,111.28305775091472,116.222082784018,113.28020732603048,110.63057484966227,109.83922163177188,111.50331218820764,109.44760066871056,107.56849186797501,107.01765113734297,110.17825004851035,103.1921335315577,111.69555884750898,111.36825995258036,109.99565169534118,110.30176795879748,106.30445595580014,119.33199895802002,96.6992094476013,122.35591496888516,109.50369032464287
2025-03-17,109.11624483296754,108.86926921260908,108.57452052349687,109.03606520907648,109.52865090787967,108.8909331700988,109.3740806039871,110.08209282443337,111.1921102041469,115.98620034641101,113.01407356339601,110.33719489853658,109.87492468203288,111.61245287937933,109.46602117413214,107.70164905222013,107.16119616821089,110.34954662803354,103.31502609221157,111.85292003455318,111.429760474799,110.34205431562353,110.46422164431311,107.1415235224457,119.33199895802002,96.6992094476013,122.35635116851235,109.61412362368355
2025-03-18,109.25929085665858,109.03365382834524,108.77394624801897,109.18467094469013,109.76447094737037,109.15270314576281,109.66016385377054,110.13174448022994,111.57601649877792,116.71888703148065,113.8670018773593,111.29842015758747,109.91975225135313,111.62055997146467,109.5194904057725,107.98671304090978,107.48213682142443,110.85938658565085,103.44330535847214,112.37764181071879,111.46734275551223,110.38951086059619,110.7891290153447,107.29752360638136,119.33199895802002,95.70028161407062,122.35832113638182,109.84103101557496
2025-03-19,109.40096032716187,109.24332796683494,109.01905088155465,109.37022835605569,109.91891567455998,109.33332969982052,109.7489126701194,110.16605867774068,111.59998111004424,116.75118798852617,113.80130043594478,111.14445177848978,110.00854079325279,111.62055997146467,109.62917411720072,108.14452263319431,107.65910236077538,111.38899609703677,103.50957601016445,112.41046744233073,111.49301223497363,110.71983170871569,110.95158270086044,107.38381639436854,118.72717429288514,95.70028161407062,123.96542128460604,109.98968608690087
2025-03-20,109.45638629022457,109.28150595358254,109.0862601049367,109.40831516736371,109.96919500022555,109.41538621158296,109.83640010270402,110.20357370057837,111.62194648889157,116.97786523229527,113.93785117767621,111.19982909524424,109.94766686566125,111.62055997146467,109.55397434294389,108.30021035242083,107.75797899098163,111.54448970447021,103.60758577268588,112.4505844505939,112.04058993420074,110.74743699301506,111.11403638637624,107.56044677230035,115.68152485101328,95.70028161407062,124.39696736645473,110.06232364130446
2025-03-21,109.50571343032341,109.29859540091499,109.09800166373518,109.42305435422205,109.9120871474637,109.34917169019917,109.7585475455989,110.20357370057837,111.40517994205794,115.10933974587074,113.37237026367319,111.80794960201834,109.98300281773736,111.62225175884389,109.59722798923983,108.30738375335723,107.76619229786095,111.56491985788016,103.60834244660705,112.46143502548989,112.04058993420074,110.76359105943848,111.11403638637624,107.60612692079583,115.68152485101328,95.70028161407062,124.39696736645473,110.00778332244714
2025-03-22,109.38581955309594,109.17308315742571,109.10783880820131,109.31322339270564,109.74384135816776,109.20686373195899,109.53016749471828,110.19208475167186,110.8202749646046,114.0613629573348,112.79079464231852,111.64644331984123,109.39569088757078,110.56799247255215,109.11980573580836,108.29168840819001,107.75928297012744,111.66012679748644,103.58558665573754,112.37863798613492,111.96428754460344,110.79437170169476,111.27625290409556,107.55120066308353,115.68152485101328,95.70028161407062,124.39678145706257,109.84367125180124
2025-03-23,109.35000874379838,109.13711158545671,109.06388047788438,109.27767060105475,109.71177943810017,109.17410465144933,109.52143845170848,110.15915825673508,110.81212420434288,114.0613629573348,112.7834333234529,111.63245194820355,109.38696940190329,110.56964882971559,109.10864196670367,108.29034234429864,107.75057001129393,111.72207327048163,103.55808921535619,112.33388958029545,112.01375924114087,110.70633475284991,111.27625290409556,107.30199545640832,115.68152485101328,95.70028161407062,124.39729859890993,109.815275032944
2025-03-24,109.40021165696888,109.1574861516493,109.08994857970336,109.29301508542105,109.76652548411145,109.25361336741534,109.62599379996904,110.14295759248134,110.95262910322984,114.0613629573348,113.11697572094928,112.26640297321428,109.3879181472032,110.56964882971559,109.10981398623986,108.40549926960678,107.82160610846796,111.92509386011271,103.58335694550338,112.36011905545789,112.4332671435777,110.67616491391804,111.4384694218149,107.29840313896075,115.68152485101328,94.97117974569515,124.3983531382758,109.88642054747244
2025-03-25,109.64883534784947,109.36817736074876,109.36224673927177,109.51791068099328,110.02080601200385,109.52957457302018,109.76364779991374,110.45693314695237,111.1468553524306,114.08633247586101,113.57917724429106,113.12240230894183,109.38841209679913,110.56964882971559,109.1104241801205,108.44110896452491,107.88555694338642,112.1485226352731,103.53387262741528,112.49241123404916,112.27337611884,111.2090267122865,111.76290245725366,108.52117649343344,115.68152485101328,94.97117974569515,124.39820017949398,110.12208017732296
2025-03-26,109.70555494254027,109.31973898523562,109.27930928166916,109.53667840807297,110.24204632276165,109.76823496328146,110.09638046614836,110.89717045796414,111.88103064654088,116.73438088163815,115.2330668016419,113.88089176894759,109.4576814223714,110.66930188231447,109.17254311090598,108.42037466528261,107.87606204003612,112.15999366339544,103.51655583632454,112.47696073327327,112.17511106447036,111.03424041903928,111.9251189749732,108.50449617340738,115.68152485101328,92.95830652411932,124.39741108258052,110.32895572355244
2025-03-27,109.72423641219531,109.28039856603205,109.20869484727909,109.54157030004043,110.25737098673662,109.78023976541158,110.16937065969148,111.17945641187472,111.95753355243764,116.66585701134323,115.32221135117842,114.11204211432725,109.52504507204029,110.66930188231447,109.25575987461161,108.42274776591904,107.87947724175712,112.18796212347685,103.53940757820372,112.41315007499716,112.17029562180969,110.87104293182368,112.08733549269265,108.53962526063322,113.3216059862836,92.95830652411932,123.81883527214681,110.34337490073136
2025-03-28,109.80195604613677,109.34874265946475,109.267337871674,109.60038280060964,110.32286224773735,109.85119690179197,110.21157011917244,111.1784934408213,112.06372053424788,116.4701641470235,115.43495997871482,114.5025919627354,109.62648832247534,111.09311571816447,109.2813376148227,108.42814825023251,107.88901323389138,112.20159230573424,103.52831144168287,112.46177519621772,112.14716885721576,110.9911002654161,112.24955201041176,108.7371170949577,113.3216059862836,92.95830652411932,123.81872360949674,110.40488194985464
2025-03-29,109.87534997748959,109.43266239352354,109.37965351144778,109.67396550476796,110.5183896240797,110.04308589707982,110.3723277958336,111.18724953663359,112.50029161353548,118.75888545651782,116.49333969564022,114.45285099703771,109.6135238329689,111.09311571816447,109.26532210994547,108.41925273910668,107.860354383736,112.19387164832767,103.50062503615365,112.40866143743585,112.27460332445511,111.27972162994833,112.41176852813126,109.1136985598307,115.3183917022609,92.95830652411932,123.8177628493193,110.59734791092188
2025-03-30,109.87534997748959,109.43266239352354,109.37965351144778,109.67396550476796,110.5183896240797,110.04308589707982,110.3723277958336,111.18724953663359,112.50029161353548,118.75888545651782,116.49333969564022,114.45285099703771,109.6135238329689,111.09311571816447,109.26532210994547,108.41925273910668,107.860354383736,112.19387164832767,103.50062503615365,112.40866143743585,112.27460332445511,111.27972162994833,112.41176852813126,109.1136985598307,115.3183917022609,92.95830652411932,123.8177628493193,110.59734791092188
2025-03-31,109.87534997748959,109.43266239352354,109.37965351144778,109.67396550476796,110.5183896240797,110.04308589707982,110.3723277958336,111.18724953663359,112.50029161353548,118.75888545651782,116.49333969564022,114.45285099703771,109.6135238329689,111.09311571816447,109.26532210994547,108.41925273910668,107.860354383736,112.19387164832767,103.50062503615365,112.40866143743585,112.27460332445511,111.27972162994833,112.41176852813126,109.1136985598307,115.3183917022609,92.95830652411932,123.8177628493193,110.59734791092188
2025-04-01,110.19952629150627,109.83798715715005,109.87513769364665,110.03367112911296,110.79713546358488,110.35487331434244,110.50032925834104,111.26086388488095,112.4335948895292,117.9713837385491,116.19923279307,114.60312555969983,109.71123293703003,111.11281089287984,109.38139072576782,108.71941282879938,108.18277185343428,112.75766202513832,103.73673122026615,112.65463618801292,112.42122922996542,111.9916467596854,112.73620156357012,109.58986179606134,123.7140211135958,92.95830652411932,123.81766949883233,110.87015371952774
2025-04-02,110.24808596945613,109.89546454566248,109.9364674798357,110.08514170601636,110.87253983145314,110.43409152100878,110.575057747195,111.27466394836506,112.56202480985584,118.51252316592121,116.44398713894981,114.5809374232591,109.75556629831831,111.26344716816344,109.40070714948973,108.77126409735797,108.23788942572169,112.7742923462795,103.75875635502395,112.82066238501278,112.4505491278874,112.06074567399715,112.8984180812895,109.6433896596743,123.7140211135958,92.95830652411932,123.81728472179459,110.94348615799684
2025-04-03,110.86331097667467,110.61754626213384,110.61815042343896,110.70650625217388,111.33379238228034,110.86748798391861,111.0953643557515,111.26440097515639,112.77929245959504,117.0722486377042,115.77232418431251,114.60153293304451,110.61548491922252,113.49509351038803,109.93780840375256,109.70404211859474,109.30603053175237,112.67575236332097,105.91797583243799,112.83845366937076,112.44957570187135,112.2591157398602,113.00467824079284,109.58524059544035,125.60346404681871,92.95830652411932,124.31018590986383,111.38395731345187
2025-04-04,110.92085984492768,110.69128680452602,110.67718814618073,110.77102931840244,111.26401043205516,110.7837039367528,110.95657692172858,111.27111848960209,112.42317641645556,115.08700900247347,114.75223095173651,114.45070941954538,110.73939013254794,113.6044623186509,110.06513456128563,109.69059370102708,109.28427403768677,112.56114453257737,105.90228470604103,112.90327847861433,112.49343743252945,112.41919644532662,113.39437790292838,109.69710957032315,125.60346404681871,92.95830652411932,124.30923507925496,111.31928471316012
2025-04-05,111.60682678562108,110.74932882248197,110.68068916491077,111.48412644926519,111.80551224967894,110.73220609479198,111.63685814030823,116.09226228940943,112.28261931440754,113.75492838645357,114.0795639581325,114.37195055504617,110.98352103301829,113.73499036612503,110.33600034017037,109.68039755232864,109.27658349168574,112.58258878329882,105.910835940341,112.83019046854615,112.46595732381678,112.43669387526602,113.45863410008934,109.69056738593915,125.60346404681871,92.95830652411932,124.30872910987469,111.83520545364158
2025-04-06,111.60540378453273,110.73935653089801,110.65959588338227,111.47859259002941,111.78260440436316,110.70561652841039,111.6100964599518,116.11456316783757,112.23765868087412,113.44547251829067,113.93372179936247,114.37346888252969,111.01149253822192,113.73499036612503,110.37055455673172,109.65218014989082,109.24804946069055,112.52613996996497,105.86418646980346,112.86969601809969,112.43992406467191,112.42490615482272,113.46652135384822,109.65139917767898,125.60346404681871,92.95830652411932,124.30656407978687,111.81215709164404
2025-04-07,111.68298524737503,110.78636685170791,110.6829444342924,111.56030238396669,111.83557278283477,110.73779766832831,111.66433446790964,116.41388374319845,112.24869279835076,112.8522949846292,113.78332255904405,114.6218627803393,111.13923464578761,114.05518730590335,110.45300505054149,109.66128235082603,109.26533801863252,112.59333036007523,105.8539565828274,112.89156371846764,112.3925557536169,112.45583346308678,113.60541048222264,109.61762993429599,125.60346404681871,92.95830652411932,124.30574486613968,111.86061439432191
2025-04-08,111.78015635315069,110.85169909871139,110.76216151411876,111.63923570043747,111.93912737659176,110.82027402929815,111.75886845988384,116.57811343705534,112.37566768409796,113.11429372068801,114.06109162526647,114.9138355678141,111.15719311782226,114.00717083622396,110.48648982318045,109.70748073641055,109.33965660593627,112.59728318613445,105.92479573154756,113.0485118940253,112.24477747937333,112.54117670286493,113.9219423076959,109.58309152884107,125.59333520403621,92.95830652411932,124.30611424405599,111.95286921705431
2025-04-09,111.78274714642545,110.9741389596687,110.89232616964266,111.63334846693427,111.99857731134594,110.8882314668336,111.81658890199482,115.76744858629995,112.65036517439644,113.12349262227403,114.5828522747752,115.89724059106838,111.25327668885194,114.17591404952107,110.56547394071565,109.87441387940765,109.52392070760658,113.04480846711513,106.04679519083346,113.0822460894464,112.29215950717554,112.60368342916584,114.09261783577712,109.60763078374184,125.59337480286575,92.9681898905712,124.30551341394799,112.01177658614095
2025-04-10,111.79880211947602,111.06727612922153,110.94573783430448,111.6117173183605,111.97042092467115,110.8748415799849,111.7199516013007,115.02607096496267,112.75190159953316,112.78761679663296,114.50852481012281,116.05847953339453,111.48195363430536,114.15121740050691,110.85377889781537,109.82943418795774,109.44117700061918,112.94179294168771,105.97991260573532,112.98777714727346,112.50768070646596,112.82737392576699,114.26144147932176,110.13080465120925,122.86281259194115,92.96797622417806,125.05091009232963,111.994575793723
2025-04-11,111.88597053357574,111.1664607040472,111.04420865494878,111.65665032571765,111.97992605032567,110.8948630275657,111.69171612433414,114.73077615540332,112.70968512949784,111.31263488864741,114.26735042595205,116.92854746093042,111.58357347287567,114.3379891692546,110.93535939371073,109.8988446681065,109.49283325872742,112.73264515490814,106.12997678746912,113.11118275701496,112.69956202532552,112.98439204373662,114.40458918143574,110.44768449866478,122.88932709374623,92.96797622417806,125.0464994930428,112.01228044075314
2025-04-12,112.13179164415136,111.41424713990793,111.35307165248454,111.9315346180173,112.25927979982842,111.21190265855246,111.98878478364423,115.1755992157339,112.86303870373584,111.36685479360958,114.57832902252487,117.47077859609541,111.62297228710801,114.33970004391544,110.98362754929815,110.26209598780378,109.88717910707942,113.48050192177588,106.2939992042937,113.61250928743472,112.84831940690674,113.18634835216037,114.56867190506723,110.86516058313119,122.88277840613173,92.96797622417806,125.06850385199341,112.2857626579494
2025-04-13,112.12073313291708,111.43578158199128,111.37705406487666,111.94823209256748,112.2438073124522,111.19368674916346,112.00505156199202,115.16196261919458,112.76868512015324,111.02152643751714,114.33522931333137,117.31975224170796,111.6361544792207,114.33970004391544,110.99991199011389,110.3758537425791,110.01323735075631,113.73912952812923,106.34222802510426,113.76068526195765,112.87722685458884,113.08267253770562,114.5633345721419,110.57168733546969,122.89319562630419,92.96797622417806,125.07541130441304,112.27228546513304
2025-04-14,112.14206462866802,111.50769539112083,111.47278321780593,112.0212474033678,112.25831851716151,111.20945136775894,112.00766426691553,115.241885776648,112.59565385280884,110.58846537429747,113.93577897326558,116.95057376899159,111.62681252154613,114.33970004391544,110.98837153041232,110.49282082604918,110.1453437603814,113.99561987407523,106.37917353770726,113.96018476679002,112.88976097740974,113.13290751215123,114.7103501538344,110.57457887845959,122.9510552207264,92.96797622417806,125.07900609779787,112.28670778145766
2025-04-15,112.2357641823079,111.68658756914769,111.69404415837813,112.17465431188619,112.5788543863828,111.56539846382827,112.38813131414484,115.23546693241904,113.24628210402211,113.65345263027078,115.43888077455206,117.04694626300265,111.66114637120552,114.33970004391544,111.03078538221897,110.78424269192995,110.47129042804045,114.71878974499081,106.47424707351456,114.34749360832046,112.9430264531959,113.22324623413496,114.99045621296358,110.58467070425945,122.94934170413663,92.96797622417806,125.07965711569837,112.5952273383221
2025-04-16,112.1725968772475,111.45165331479163,111.37929185106546,111.96812115307573,112.43673918253626,111.41004381219372,112.1842054122974,115.2070455441327,113.3996124599294,114.30497042369925,115.7525721444626,117.05637055026085,111.69854398626799,114.38385766616288,111.06659212200496,110.23988317342254,109.84498356890055,113.23942240716673,106.30726526305729,113.66628686450194,112.96394991439172,113.29813074047074,115.14163576797851,110.66936628457205,122.94012664751179,92.96797622417806,125.07166550525156,112.46044225248912
2025-04-17,112.19577291988018,111.346700925671,111.21867841781861,111.89254668253432,112.43405117370466,111.42454209328189,112.17552458572996,115.31570879371851,113.66419337440986,115.33311691956743,116.26561190755197,117.10547377101258,111.7835019700417,114.50728539208292,111.14249677787545,109.97628427892872,109.49399079981427,112.31977823979734,106.23854915806437,113.32907453474664,113.30320487038443,113.37560979332606,115.28728881159094,110.8925864980414,125.74130690463969,92.96797622417806,123.9614898968907,112.4731277888556
2025-04-18,112.25235018537747,111.30800623241265,111.23891626128808,111.86054223554684,112.3614647383208,111.34609422732922,111.98145203940574,115.32566088346526,113.37408770614168,114.14945862388734,115.90587669357741,117.48781393938944,111.54373487145452,114.61317904851603,110.82138314604221,109.79231284427819,109.2803215434183,111.78500093228953,106.1968966770733,113.09659788588462,113.32409271533211,113.68837687941709,115.43294185520332,111.63710057613463,125.8325695935101,92.96797622417806,123.95896314199666,112.40474389957262
2025-04-19,112.07121077381696,111.1008181378589,111.10200605961356,111.68110305036032,112.08307965100717,111.06286507129713,111.71272297139224,115.32024341408018,112.7040866104536,112.18855479181912,114.92737325166675,117.39412021010303,111.09676505788289,114.03992627432334,110.40413230086767,109.75674037649765,109.24654825099843,111.5979717433852,106.2719839572133,112.99746331237675,113.27610931144297,113.42248144399832,115.5785948988156,110.76081200501042,125.81728168586739,92.96797622417806,123.9571906143535,112.1367175301103
2025-04-20,112.0508018165293,111.0853169555622,111.08592282821783,111.6666366430033,111.98369780124675,110.94898057977818,111.58237167690872,115.3122663900749,112.40242868131298,111.50097348134469,114.22714934036169,116.68250960135785,111.0832497736803,114.03992627432334,110.38743637929231,109.72269651524107,109.21858733001699,111.48516193237876,106.31470279204017,112.91138260669264,113.2001045692404,113.42125270629089,115.5785948988156,110.7535053571512,125.84681385927814,92.96797622417806,123.95602892989648,112.03838670071468
2025-04-21,112.05199782128727,111.09445862066514,111.09608538158845,111.67020156851586,112.04021390725913,111.01325415678502,111.64661472110409,115.28085791251583,112.58663851167996,112.16880644378685,114.65833577196159,116.90055773308953,111.088908261731,114.03992627432334,110.39442651514987,109.7227204009874,109.21246837072928,111.4891328263666,106.3702472788616,112.76454622960432,113.24250256643344,113.45177726906371,115.72424794242806,110.71065865774065,125.85963202951382,92.96797622417806,123.95541616438145,112.0942680652456
2025-04-22,112.26781231534156,111.47696846124383,111.51247362841136,112.0234130680921,112.37633602927806,111.39842261543393,112.03983771793166,115.45033074676611,112.83185740745888,112.7783163819025,114.87353740470954,116.76062125529398,111.35582809023023,114.10307456897195,110.70930118842747,110.30592829886868,109.83930450926142,113.0604293615138,106.53362745427913,113.35717837137115,113.52475741710208,113.6049748628091,116.01555402965292,110.89013609364127,125.84653894929679,92.97015041922675,123.95523217746984,112.42796834790528
