,Grup,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31
0,Küçük araçlar ve çeşitli aksesuarlar,4.669922126051729,2.9131761052989757,0.5952930835713799,2.346973347088044,1.2747320344620672,1.3775756977300713,1.2297970711350192,0.44171515537250183,1.4414978339553075,0.4492528882291458,2.642375110383255
1,Elektrikli ve elektriksiz büyük ev aletleri,1.274511336780626,1.673173630730096,0.6777162546984128,1.3331602327836034,0.4251037986324535,1.6377649966582641,1.3928235038564107,0.545496643206711,0.7040148951908964,-0.2771380687277114,1.1013937509669836
2,Meyveler,5.837437395796141,10.444358132159849,7.606055489778241,11.212125188677135,-0.39571874356216785,-4.596028848594869,3.0836341590049443,-2.152591846060359,-1.3464767086952656,7.301203713723958,-4.547906530935364
3,Kişisel ulaştırma araçları ile ilgili diğer hizmetler,4.252574461553582,4.238366620295686,6.134371541797812,0.9103073290503083,8.425698362504308,0.7726497909610774,4.433106559181432,-6.355069951112535,-2.7125454199466104,-1.0204117442368488,-0.8085299962507175
4,Kişisel ulaştırma araçlarının bakım ve onarımı,16.007164219828283,14.545601798907981,-17.5348888055893,-3.7993739986695862,17.70681746082483,-13.807275484802517,8.630325386451076,4.820983115791244,28.635524610341044,0.5506844576820935,0.0
5,Ayakkabı ve diğer ayak giyecekleri,4.649329185875373,6.942747190959864,2.3221270424745866,-0.1783280668131937,-0.20990496457660157,-0.20306125921887297,-4.584797543976526,2.1201430818206246,8.33567179473964,-0.769490247475324,-0.6273864249293548
6,Ayakkabı onarımı ve kiralanması,12.140511062219716,3.8481018063225347,-2.1601170463195207,0.8515115915666005,-2.189667410626306,-1.1635462559528853,6.914056621129472,-0.24316718333797782,6.27679692891292,3.6357458496950157,0.0
7,"Maden suyu, alkolsüz içecekler, meyve ve sebze suları",5.437341102419935,2.217492313483138,0.9485282671188866,2.7774891321051376,2.5049832701070196,2.673874470992188,3.796700650235141,4.385548955159657,2.311819763292222,2.031966627130033,1.1291692771571382
8,Yiyecek ve içecek hizmetleri,1.9719906980583124,-0.6217202943150424,3.1497404720904454,2.475603797901149,2.4119222968011167,1.224428322884874,3.768630990020072,2.631903741646746,1.8724942336624917,1.5354958998514023,1.1884680367979517
9,Katı ve sıvı yağlar,5.228164638623722,1.316749263013528,1.8988272700845243,2.340559164908984,0.5954575889969504,1.9780788713050113,2.7294071177269785,6.8878377296526905,3.7520335755189427,2.7268629086082186,0.5532480671018858
10,"Kişisel bakımda kullanılan diğer aletler, ürünler ve eşyalar",5.774023688333418,3.1058012671331126,0.7679652494774869,0.15484724132552863,0.554316929400489,0.8658390882879008,1.219481369454023,0.6173704032752747,0.9724972168356771,-0.20453181825297317,2.2446309202335035
11,Konutun bakım ve onarımı için malzemeler,8.269612079465794,7.731925179695098,3.29050643921045,5.515020134435256,2.0768743466168527,1.473041878349668,1.149880239393708,0.7455885699770626,1.1292371382354505,-0.29013683377232535,1.45483347034856
12,Başka yerde sınıflandırılamayan diğer gıda ürünleri,2.9653346323658347,1.8163721925970489,3.193713214881555,0.41294858478793106,-0.1841554707484483,3.0819885228914767,2.3020527325019913,1.9997946977724723,5.513307217320795,1.209806729643259,1.6926524573857016
13,Ekmek ve tahıllar,7.656458481229489,1.1653337148768372,1.7091878611117162,0.7384765783312375,1.6713247695888223,3.1290331057033605,2.352140535939684,2.8155935245260277,5.351182266569254,2.2364910414835792,0.8521998354564575
14,"Şeker, reçel, bal, çikolata ve şekerlemeler",4.663197114598194,2.7695672011991634,1.9688653629404973,1.427811956779479,0.0857097873918855,-0.03310929291141518,1.8764858935030881,1.0041340423869949,4.064415893373385,0.91398531154816,0.5556137179133502
15,Balık,5.433524373086218,-6.179152505731144,6.264088686440594,4.084968720600735,2.529603888888099,2.2163994408625376,1.6954635418634734,18.61989167898144,5.058319167713576,-4.493528231418475,4.69225937476605
16,Başka yerde sınıflandırılmayan diğer mali hizmetler,-0.008223554685815593,-0.024672693029870185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Ev içi tekstil,34.358901032848244,11.034082867985774,-0.24218327270764117,7.870605882532122,1.0092110623308947,0.26665869128275066,1.2472618119506507,0.9386286320473669,1.5181159054635796,0.018249833156036566,0.7431154690591635
18,Diğer kişisel aksesuarlar,6.194605305581824,4.943151516455346,1.396626227774056,0.613424209738378,0.3573768651642384,1.3012819783954743,1.140966427742085,1.1814236195407446,3.7953994902154564,-1.172806849865704,2.495885242740603
19,Giysiler,4.488305988468055,6.606982634778302,0.7981338645326463,-0.005220437300990088,0.6614492701370267,0.799463794113886,-3.6822333972895915,1.135766514726111,13.74807952024959,-1.0214610420018588,0.646107346639524
20,Karayolu ile yolcu taşımacılığı,10.983776221057951,3.7531985505855125,2.6053411423460293,-0.0033616435489713936,12.453400464431684,0.9767431812386151,0.6698911472309721,-0.28061278347920604,-2.2516560798202523,1.7065629522091452,-1.3404442642069525
21,Kişisel ulaştırma araçlarının yakıt ve yağları,2.6682617161071676,-1.4621984524609277,0.2780342419596904,-0.6109633209734233,3.2280134958853735,6.262173635546797,0.6227933352281667,2.2346513057337924,0.2549076476036971,4.240565715669042,-1.1287159189666274
22,Sebze,-6.3171092581419614,13.480822111434154,-6.253532450051291,-14.430069035375281,-5.8282562585706525,2.33911246937355,0.8027695574614802,5.65583205711504,11.817018823668391,-2.0960018501949285,-1.9631039958081797
23,"Süt, peynir ve yumurta",7.587596234435745,2.4324337091159,2.6906039521882086,-1.8169824312184724,-1.4495921482242213,-0.061345507727827986,2.7847360990777004,4.6931733410072285,4.837632276555559,1.2383339628259549,1.4612820556515915
24,Veri işlem ekipmanı,0.6719989040200769,0.48142819289000993,0.17863026726647746,-1.3077857845985141,-0.14793782621435048,1.5361107532173124,1.513356772632557,0.9783138699846816,1.8251874026895987,2.231162408233889,4.55936371264658
