,Madde,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30
252,Tablet (Bilgisayar),0.9397713350209225,1.0473811346054962,1.1507848432922074,-0.8637293371956623,-1.0021461773364604
253,Tahin,2.2055075808377733,1.9393713163432968,1.2675477863665296,0.7692834566395801,1.876809946766267
254,Tahin Helvası,8.791793410825521,2.269804931295538,1.2509359816263554,2.108505599055732,0.6645858536721283
255,Tahıl Gevreği,2.1854502574359946,3.5276502258243747,2.675768968322334,4.989638279105524,0.9497375128141083
256,Takım Elbise (Erkek için),3.1195643371563886,3.6452918325580175,0.3431511085649763,4.11855374945751,1.5521016536366838
257,Tavuk Eti,1.4799151604584893,3.408359464764521,3.732105775476091,-0.050471843123101046,-0.8490251155698791
258,Tayt (Çocuk için),10.408612638242465,6.369432371566464,-2.045256490781211,1.5517023563421217,-7.651395350556811
259,Taze Fasulye,21.079367785080393,17.370647177535538,-2.3873960206486133,-18.061575533662843,-18.68305490058998
260,Teflon Mutfak Eşyaları,2.1044607930214454,1.2705257842387407,0.6284805723885789,3.6081701323103843,0.36269447713057623
261,Tek Masa,1.9161309290535833,1.5539306502348138,1.4253227660342205,1.037289999799862,2.0255245811398925
262,Tek Sandalye,-0.7833975948138727,-2.4824086699853587,-0.763214103395371,-2.1210159679244445,2.164529674676019
263,Telefon Ekipmanları (Cep Telefonu),-0.2799921480779122,0.2251008436255919,1.1527647445866762,-0.9008228532255358,-1.0154202392254064
264,Telefon Onarım Ücreti,-3.2771888362980506,1.5871275781396132,3.0677358313578207,5.919022779796013,3.842430776049377
265,Televizyon,0.1332716050626681,-0.1813159143916332,1.465273426846414,4.537528477976949,0.49276874833041884
266,Tereyağı (Kahvaltılık),9.122281738838778,2.739335686310196,1.939788911967355,0.7388314268526264,-1.2160310809843144
267,Terlik (Kadın için),7.358851782700748,4.29297658006329,0.8148064691883228,2.570387087484294,1.287262761247776
268,Test Kitapları,4.0616830537959725,2.5350342081381205,3.258029336268642,-0.6118195675535398,-0.48961002964343914
269,Tişört (Erkek için),7.6947703798831535,9.52511768351767,0.7119709285678733,-0.632021845709263,1.4170593921822405
270,Tişört (Kadın için),5.929180920176269,6.212851401213282,0.4887217900258811,-0.625508549103404,0.2147268202082886
271,Tişört (Çocuk için),7.407513019225931,10.745872142576008,-1.4438485803864198,-5.407989800765012,-0.9926392441661713
272,Toz Şeker,0.6606643384579503,1.4081223870094917,2.7660060249896423,1.9433167696674802,0.13439217786019864
273,Tramvay Ücreti,10.069408738391061,-0.02467269302984798,0.0,0.0,0.0
274,Tulum Peyniri,3.999491535727362,2.8452980028200736,3.0124342612517063,1.0142737924833556,1.6819881120502478
275,Turşu,6.553076261623092,2.0844261606592474,1.4127130056553971,0.2688468373276409,0.6261090730338204
276,Tuvalet Kağıdı,15.826085283152791,-0.07334078612203365,1.485174063258099,1.4898213103915037,-0.3470092137067504
277,Tuvalet ve Güzellik Sabunu,1.2765415421942983,-0.082940135557652,-2.272497879796631,-14.696199775418561,-1.0079432717536307
278,Tuz,2.8551367483189427,4.528362330125746,1.2807403279304186,1.6755833527154262,3.013004773785455
279,Tül,6.618553310316,3.7021706507136765,-0.8629380821654764,1.624028956573853,-1.6048032346325458
280,Tüp Gaz Ücreti,4.864213520219929,0.48029493847796534,1.5075376884421177,0.0,0.0
281,Tıraş Malzemeleri,7.9759601565310145,5.515990224902101,0.6454900528401142,2.0073582474778418,1.5704077664248528
282,Veteriner Ücreti,6.6026026028953355,-0.024672693029881287,0.0,0.0,0.0
283,Yastık,3.808903657349938,1.4260995325012793,-1.8132760755209532,-1.803550977784718,0.08811692664267845
284,Yatak (Tek Kişilik),7.996621205383225,4.06093024589691,-0.24133110047250828,0.34101498830301225,2.2921679112209326
285,Yatak (Çift Kişilik),3.835868945072707,1.792251558374769,1.1339616925495122,0.6376202988635615,0.4688045450930378
286,Yatak Bazası,7.066493479902958,2.236476846935753,0.03622286936912911,2.1542465976969405,1.372101162501549
287,Yatak Odası Takımı,4.093124108545032,0.4389230035873215,-1.0336500299348184,0.3264768656753736,0.9406567711103264
288,Yatak Örtüsü,1.0478824766063877,3.6746509130181515,-0.13368969697850064,0.005108742691750656,-0.2844587014164124
289,Yemek Odası Takımı,10.258179142685009,12.043912378154698,-8.468270304634629,-1.7783018864429012,0.37668033788600397
290,Yer Fıstığı,0.2414962949073285,1.1107308541254968,1.330123935303984,3.4085727312952896,6.58107211752017
291,Yer ve Duvar Döşemesi,8.488019886944521,9.594405928409365,7.290911018604929,10.200638902274672,5.047355488139971
292,Yorgan,3.346339329537784,2.7862639956530266,0.23360085972221611,1.7603083041275447,0.5492644747914666
293,Yoğurt,9.010863988808083,2.3091783768198537,0.36318710940652643,-0.3056339751493331,-1.4958218329148343
294,Yumurta,1.6709274949932906,3.298777859178492,7.185820801715237,-6.469564979177445,-2.055438756735084
295,Zeytin,2.0333033639358122,2.501204389355993,2.2037060544349174,1.1798838529420763,-0.060389969804619525
296,Zeytinyağı,-0.2921360993695332,1.4922078995520227,0.36386231005032244,1.8845114218220882,0.37788732229342425
297,Çamaşır Makinesi,1.6447396284357652,1.62737696484343,1.3088440148325775,0.9571899472029965,-0.17582116745096243
298,Çamaşır İçin Temizlik ve Bakım Ürünleri,3.7836472779436914,2.1218007480818146,1.4108864853894065,1.6619577760990767,0.02680663382936821
299,Çanta (Kadın İçin),7.758585497212067,9.669280617112275,2.7330453480202577,-0.3843258270822769,0.6354797941623636
300,Çarliston Biber,1.3594289134808868,10.987953083973,-4.654519008131075,-29.90911936959414,-23.24952818527879
301,Çay,0.2727797969558132,1.8495394515526842,0.11406734808585561,2.078460912784985,-0.8938484336347696
302,Çelik Mutfak Eşyaları,3.074728819476613,2.8547503624172688,0.059985967994280465,0.19796354407457528,0.060393654702828314
303,Çikolata Krem,3.478507989363977,3.462907299682727,2.833038145936362,3.56011847610489,4.49447377558585
304,Çikolata Tablet,3.9642374803608993,3.7797958874582704,1.0030859511378054,3.790722392989365,0.47166533676594735
305,Çilek,-12.367106542819084,-8.807126260067822,-5.45813563263795,26.66710818935394,-1.7529055094246515
306,Çiğ Köfte,-0.008223554685815593,-0.024672693029870185,0.0,1.112803906776083,3.4200608967851043
307,Çocuk Kitapları,3.8006800614322156,2.6052673152800354,0.1869002330735281,0.14370611040359638,-1.6078410040267
308,Çorap (Erkek için),6.597267019003716,5.685047461160764,-0.3030106647357478,0.5704716391959241,0.346037329705684
309,Çorap (Kadın için),13.788486038049609,8.024328893383736,-0.20989093265316727,3.0381329172614713,5.019878068852424
310,Çorap (Çocuk için),6.537723275984697,8.147134269994227,-0.7052420816644034,1.8626221418484246,2.8801885672501637
311,Çorbalar,7.106817686350375,4.011693132100569,2.041249094014441,10.80757195416715,4.6604370787599825
312,Örgü Yünü,3.275304956816849,3.643968036439671,0.6042975253787164,0.5519897876271829,0.457792940834989
313,Özel Lise Ücreti,8.534467619552144,17.751953177532464,0.0,0.0,0.0
314,Özel Üniversite Ücreti,11.984843733853001,2.047814583406704,0.0,0.0,0.3777159137296815
315,Özel İlköğretim Ücreti,-0.44488359225823837,-0.6386982627419879,0.05747385539482952,0.05631862487023298,0.0
316,Ütü,5.023554059619251,2.6419993081327364,0.7740965643304065,1.6757173401306336,1.071468571617662
317,Üzüm,-0.8801922869004719,4.838378190286541,3.9800202120557238,4.4302282355876965,5.322430576462112
318,İç Çamaşırı (Erkek için),4.213771424920187,2.3245389253385706,-0.6012691245827151,1.7203838338405442,3.13575176876284
319,İç Çamaşırı (Kadın için),7.895022609418589,10.639202643084822,1.3571670640446287,2.336979147784324,1.9519395925810201
320,İç çamaşırı (Çocuk için),4.687115296267197,0.5855739998619436,0.2050219383403551,2.354424984857828,3.4384725345947276
321,Şeftali,2.189719869105611,3.490886383084213,5.553250645029495,-0.4115719610727764,-12.88518647724749
322,Şehriye,2.5687625366620948,1.838562546332323,0.724127879428571,2.705239832554218,2.7064874271949257
323,Şemsiye,33.390430301684006,6.849612870751831,0.9081051484837399,1.913007530301991,-2.7347898869103826
324,Otel Ücreti,26.96111646668651,21.12207294879207,14.40298963343507,23.884179319904717,15.095482098746205
325,Otomobil (Elektrikli),0.0,0.036240411818089235,2.909503574074468,2.9703302859636738,1.7254402692347348
326,İnternet Ücreti,-0.008223554685815593,-0.024672693029870185,0.006485640263198533,0.012112305769163001,0.0
327,Uçak Bileti Ücreti,-9.488399762046395,-18.13177785080512,42.09734069242348,5.120900904412906,17.33292725204476
328,Vapur Bilet Ücreti ,2.7027027027026973,0.0,0.2517162471395995,-0.006030806795165322,0.0662811015404774
329,Şehirlerarası Otobüs Ücreti ,9.398604073047135,1.0312882363223252,3.8321799307958537,-0.004886196770326201,19.84889848061233
330,Bira,0.0,0.0,0.0,0.0,0.0
331,Rakı,0.0,0.0,0.0,0.0,0.0
332,Sigaralar,0.0,10.850000000000005,0.0,0.0,0.0
333,Uzman Doktor Muayene Ücreti,-22.318873026743226,-1.2491911762628205,0.0,0.0,0.0
334,Viski,0.0,0.0,0.0,0.0,0.0
335,İlaçlar,0.02851051170169594,-0.11772724456284855,0.0,0.0,-0.014689782657750783
336,Şarap,1.7470104633781958,3.8687707840139085,0.0,0.0,-0.0531715205051575
