,Mevsimlik Ürünler Hariç TÜFE,TÜFE B,TÜFE C,TÜFE D,TÜFE E,TÜFE F,Mallar,Enerji,Gıda ve alkolsüz içecekler,Taze meyve ve sebze,İşlenmemiş gıda,Diğer işlenmemiş gıda,İşlenmiş Gıda,Ekmek ve tahıllar,Diğer işlenmiş gıda,Enerji ve gıda dışı mallar,Temel mallar,Giyim ve ayakkabı,Dayanıklı Mallar (altın hariç),Diğer Temel Mallar,"Alkollü içecekler, tütün ve altın",Hizmet,Kira,Lokanta ve oteller,Ulaştırma hizmetleri,Haberleşme hizmetleri,Diğer hizmetler
2025-01-01,101.01076273435412,101.1066269723864,101.3904889261108,100.95574130004418,100.90699357876802,100.2613616312418,100.18879606893384,100.0,100.3198810212992,100.81499104549046,100.5363946131797,100.2524337881765,100.17916289565768,99.9993968693394,100.21927533024338,100.14593887110274,100.02151377200776,100.0,99.99999999999996,100.08986363660216,101.00423872834502,103.10255865476798,100.0,100.0,108.06134499539034,100.0,115.28851314094848
2025-01-02,101.0821519990178,101.16304927664768,101.3904889261108,101.00447057176068,100.97971075947684,100.35413087717342,100.2811451133548,100.0,100.56628967709771,100.90187823530232,100.79147712351713,100.67895023103767,100.4199341753349,100.28472209043444,100.45010498136448,100.14593887110274,100.02151377200776,100.0,99.99999999999996,100.08986363660216,101.00423872834502,103.10255865476798,100.0,100.0,108.06134499539034,100.0,115.28851314094848
2025-01-03,101.08792413815134,101.15487708642908,101.3904889261108,100.9974126381492,101.03693441291632,100.42705944055952,100.35381775635204,100.0,100.7601971331688,101.60677048763968,101.33739417725933,101.06283100824282,100.38506093287388,100.27693504077646,100.40918780969594,100.14593887110274,100.02151377200776,100.0,99.99999999999996,100.08986363660216,101.00423872834502,103.10255865476798,100.0,100.0,108.06134499539034,100.0,115.28851314094848
2025-01-04,101.11609642845836,101.1858048371518,101.3904889261108,101.0241234715382,101.04008375315593,100.4315800921755,100.35781734157862,100.0,100.77086895360424,101.2425996912785,101.16141996545818,101.07867711865906,100.5170391322144,100.28103189721044,100.5697010559924,100.14593887110274,100.02151377200776,100.0,99.99999999999996,100.08986363660216,101.00423872834502,103.10255865476798,100.0,100.0,108.06134499539034,100.0,115.28851314094848
2025-01-05,101.1152732094811,101.18796230429076,101.3904889261108,101.02598677371648,101.03222029028164,100.4215482466866,100.34783093568112,100.0,100.74422290795336,101.02726991108928,101.0796098857447,101.1329576700667,100.52624570629372,100.28103189721044,100.58096195650968,100.14593887110274,100.02151377200776,100.0,99.99999999999996,100.08986363660216,101.00423872834502,103.10255865476798,100.0,100.0,108.06134499539034,100.0,115.28851314094848
2025-01-06,102.030627223535,101.41872623920295,101.69078226763148,101.95573478077092,101.89642047408168,100.77860841767992,101.23957750671067,105.35725882003784,100.89052372196944,101.77123234830458,101.4454902535884,101.11347597333838,100.52983574185258,100.28103189721044,100.585353061489,100.18215550369692,100.06298061880318,100.0,100.0822090183095,100.08986363660216,101.00423872834502,103.72654596930592,100.7816400432916,100.0,108.06134499539034,100.0,117.46958583373252
2025-01-07,102.1416519495356,101.50534723437328,101.78162821094053,102.06133558948014,102.0331802014402,100.94285083974847,101.35036314919994,105.5830817239576,101.0818393332152,102.46259429858544,101.81913208985374,101.16327997382226,100.60265253546191,100.51091407921214,100.62312277058189,100.19174265442363,100.07393494006216,100.0044837195284,100.0853124278109,100.12428345234822,101.00439496616764,103.91730609095144,100.9690822813292,100.18172143253577,108.08657424331189,100.0,117.85287524767806
2025-01-08,102.05620590690992,101.40272017476248,101.64255954930992,101.97270203538746,102.07359172728252,100.99440625707471,101.505462966936,105.5830859506991,101.4941695825439,104.19222575649206,102.84059405018095,101.4629365861526,100.61909136801596,100.51596145940692,100.6421034565492,100.19294137654478,100.07530684576474,100.00546273833932,100.0858552257216,100.12782265537405,101.00439904633728,103.60259943962758,101.16077380166467,100.20441420022892,108.08657424331189,100.0,115.6707954426616
2025-01-09,102.31360213052128,101.61529278608758,101.87061337852428,102.23678820106262,102.34441836130812,101.37609478866447,101.70392381442466,106.17346970739273,101.7192176802831,104.70501800968646,103.16266432253116,101.59061251332923,100.78108209167377,100.3692746896847,100.87297152046352,100.24328456244106,100.13287965407407,100.00920322204746,100.1587210976828,100.21078031202023,101.00487139483688,104.04386049493898,101.1469279044822,100.61787328755636,106.07020210216054,100.0,117.98795356228167
2025-01-10,102.39738141747004,101.73282208782756,102.0040686374469,102.34162120378062,102.4147849179313,101.46341495895736,101.69704839477023,106.19788170561966,101.68341537705228,104.33078959330076,102.97100367181328,101.5850349826572,100.84657640605238,100.3692746896847,100.95308003339268,100.24922882946764,100.13966925128796,100.01394929746388,100.1663173568222,100.21805711403668,101.00498446876492,104.33572655074278,101.3183830266765,101.26539868968192,106.07020210216054,100.0,118.0438095681004
